Date,Crew_ID,Crew_Count,Hours_Worked,Units_Installed,Fatigue_Score,Superintendent_Notes,Safety_Incident,Rework_Cost
2024-09-08,Concrete-1,6,8,111,1,"Great weather, slab pour went perfectly.",0,0
2024-09-09,Concrete-1,5,9,111,0,"Productive day, finished Zone A early.",0,0
2024-09-10,Concrete-1,7,11,64,2,Argument with sub trade over laydown area.,0,0
2024-09-11,Concrete-1,6,12,51,4,"Rain delay caused slip hazards, slowed down install.",0,0
2024-09-12,Concrete-1,5,8,92,4,"Safety talk held this morning, no incidents.",0,0
2024-09-13,Concrete-1,5,8,108,3,"Team is in good rhythm, no safety issues.",0,0
2024-09-14,Concrete-1,8,9,105,2,"Team is in good rhythm, no safety issues.",0,0
2024-09-15,Concrete-1,5,8,120,1,"Ahead of schedule, inspection passed.",0,0
2024-09-16,Concrete-1,6,8,114,0,"Productive day, finished Zone A early.",0,0
2024-09-17,Concrete-1,8,11,61,2,"Rework needed on wall framing, incorrect specs.",0,0
2024-09-18,Concrete-1,8,11,54,4,"Confusion on drawings for HVAC, had to stop work.",1,0
2024-09-19,Concrete-1,6,9,88,4,Routine install in Zone B.,0,0
2024-09-20,Concrete-1,8,9,118,3,"Team is in good rhythm, no safety issues.",0,0
2024-09-21,Concrete-1,6,9,99,3,Routine install in Zone B.,0,0
2024-09-22,Concrete-1,6,8,89,3,Routine install in Zone B.,0,0
2024-09-23,Concrete-1,5,12,45,5,"Material delivery late, caused bottleneck.",0,4574
2024-09-24,Concrete-1,8,9,111,4,"Ahead of schedule, inspection passed.",0,0
2024-09-25,Concrete-1,7,9,104,3,"Crew moving fast, materials arrived on time.",0,0
2024-09-26,Concrete-1,7,10,88,3,"Safety talk held this morning, no incidents.",0,0
2024-09-27,Concrete-1,8,8,108,2,"Crew moving fast, materials arrived on time.",0,0
2024-09-28,Concrete-1,5,12,55,4,"Rain delay caused slip hazards, slowed down install.",0,0
2024-09-29,Concrete-1,8,9,101,3,"Ahead of schedule, inspection passed.",0,0
2024-09-30,Concrete-1,8,10,96,3,"Weather overcast, work continuing.",0,0
2024-10-01,Concrete-1,7,11,41,5,Argument with sub trade over laydown area.,0,3007
2024-10-02,Concrete-1,6,10,95,5,"Weather overcast, work continuing.",0,0
2024-10-03,Concrete-1,6,9,109,4,"Great weather, slab pour went perfectly.",0,0
2024-10-04,Concrete-1,8,13,63,6,"Material delivery late, caused bottleneck.",1,1738
2024-10-05,Concrete-1,5,12,44,8,Argument with sub trade over laydown area.,0,0
2024-10-06,Concrete-1,7,8,89,8,"Safety talk held this morning, no incidents.",0,0
2024-10-07,Concrete-1,8,12,52,10,"Rain delay caused slip hazards, slowed down install.",0,4102
2024-10-08,Concrete-1,7,10,97,10,"Standard progress, nothing to report.",0,0
2024-10-09,Concrete-1,5,8,116,9,"Team is in good rhythm, no safety issues.",0,0
2024-10-10,Concrete-1,5,8,96,9,"Crew size normal, steady pace.",0,0
2024-10-11,Concrete-1,8,9,118,8,"Crew moving fast, materials arrived on time.",0,0
2024-10-12,Concrete-1,8,8,110,7,"Great weather, slab pour went perfectly.",0,0
2024-10-13,Concrete-1,8,12,69,9,"Waiting on RFI response, crew standing around.",1,2295
2024-10-14,Concrete-1,6,10,88,9,"Weather overcast, work continuing.",0,0
2024-10-15,Concrete-1,8,8,91,9,Routine install in Zone B.,0,0
2024-10-16,Concrete-1,6,10,84,9,"Standard progress, nothing to report.",0,0
2024-10-17,Concrete-1,7,10,98,9,"Standard progress, nothing to report.",0,0
2024-10-18,Concrete-1,7,9,107,8,"Great weather, slab pour went perfectly.",0,0
2024-10-19,Concrete-1,8,14,62,10,"Rework needed on wall framing, incorrect specs.",0,3550
2024-10-20,Concrete-1,6,11,47,12,"Rain delay caused slip hazards, slowed down install.",1,0
2024-10-21,Concrete-1,7,8,90,12,"Weather overcast, work continuing.",0,0
2024-10-22,Concrete-1,8,10,64,14,"Rain delay caused slip hazards, slowed down install.",0,2079
2024-10-23,Concrete-1,8,8,88,14,"Safety talk held this morning, no incidents.",0,0
2024-10-24,Concrete-1,8,12,60,16,"Crew exhausted from overtime, morale is low.",0,1917
2024-10-25,Concrete-1,6,8,113,15,"Ahead of schedule, inspection passed.",0,0
2024-10-26,Concrete-1,6,14,50,17,"Material delivery late, caused bottleneck.",0,0
2024-10-27,Concrete-1,6,9,106,16,"Crew moving fast, materials arrived on time.",0,0
2024-10-28,Concrete-1,8,10,46,18,"Crew exhausted from overtime, morale is low.",0,1866
2024-10-29,Concrete-1,7,8,105,17,"Team is in good rhythm, no safety issues.",0,0
2024-10-30,Concrete-1,5,9,82,17,"Crew size normal, steady pace.",0,0
2024-10-31,Concrete-1,6,9,99,17,"Standard progress, nothing to report.",0,0
2024-11-01,Concrete-1,7,8,111,16,"Productive day, finished Zone A early.",0,0
2024-11-02,Concrete-1,5,8,100,15,"Crew moving fast, materials arrived on time.",0,0
2024-11-03,Concrete-1,8,8,102,14,"Productive day, finished Zone A early.",0,0
2024-11-04,Concrete-1,7,8,119,13,"Productive day, finished Zone A early.",0,0
2024-11-05,Concrete-1,6,9,115,12,"Ahead of schedule, inspection passed.",0,0
2024-11-06,Concrete-1,7,9,107,11,"Crew moving fast, materials arrived on time.",0,0
2024-11-07,Concrete-1,8,8,117,10,"Productive day, finished Zone A early.",0,0
2024-11-08,Concrete-1,8,10,84,10,"Safety talk held this morning, no incidents.",0,0
2024-11-09,Concrete-1,7,8,86,10,"Standard progress, nothing to report.",0,0
2024-11-10,Concrete-1,7,8,119,9,"Crew moving fast, materials arrived on time.",0,0
2024-11-11,Concrete-1,5,11,66,11,"Material delivery late, caused bottleneck.",0,4466
2024-11-12,Concrete-1,6,9,95,11,Routine install in Zone B.,0,0
2024-11-13,Concrete-1,5,9,117,10,"Productive day, finished Zone A early.",0,0
2024-11-14,Concrete-1,5,14,45,12,"Waiting on RFI response, crew standing around.",1,3629
2024-11-15,Concrete-1,7,8,117,11,"Team is in good rhythm, no safety issues.",0,0
2024-11-16,Concrete-1,6,12,64,13,"Material delivery late, caused bottleneck.",0,3965
2024-11-17,Concrete-1,5,8,118,12,"Crew moving fast, materials arrived on time.",0,0
2024-11-18,Concrete-1,5,10,88,12,"Standard progress, nothing to report.",0,0
2024-11-19,Concrete-1,5,8,87,12,"Crew size normal, steady pace.",0,0
2024-11-20,Concrete-1,7,8,86,12,Routine install in Zone B.,0,0
2024-11-21,Concrete-1,5,8,97,12,"Safety talk held this morning, no incidents.",0,0
2024-11-22,Concrete-1,7,9,119,11,"Crew moving fast, materials arrived on time.",0,0
2024-11-23,Concrete-1,8,12,50,13,Argument with sub trade over laydown area.,0,0
2024-11-24,Concrete-1,8,8,101,12,"Team is in good rhythm, no safety issues.",0,0
2024-11-25,Concrete-1,8,9,114,11,"Productive day, finished Zone A early.",0,0
2024-11-26,Concrete-1,5,9,93,11,"Safety talk held this morning, no incidents.",0,0
2024-11-27,Concrete-1,8,10,97,11,"Weather overcast, work continuing.",0,0
2024-11-28,Concrete-1,5,8,101,10,"Ahead of schedule, inspection passed.",0,0
2024-11-29,Concrete-1,6,9,103,9,"Productive day, finished Zone A early.",0,0
2024-11-30,Concrete-1,7,13,69,11,"Material delivery late, caused bottleneck.",0,3866
2024-12-01,Concrete-1,5,14,47,13,"Rework needed on wall framing, incorrect specs.",0,0
2024-12-02,Concrete-1,7,8,102,12,"Crew moving fast, materials arrived on time.",0,0
2024-12-03,Concrete-1,6,8,114,11,"Team is in good rhythm, no safety issues.",0,0
2024-12-04,Concrete-1,7,10,61,13,"Crew exhausted from overtime, morale is low.",0,0
2024-12-05,Concrete-1,5,8,109,12,"Team is in good rhythm, no safety issues.",0,0
2024-12-06,Concrete-1,7,12,62,14,"Waiting on RFI response, crew standing around.",1,0
2024-12-07,Concrete-1,8,8,100,14,"Safety talk held this morning, no incidents.",0,0
2024-12-08,Concrete-1,8,8,114,13,"Crew moving fast, materials arrived on time.",0,0
2024-12-09,Concrete-1,8,10,99,13,"Weather overcast, work continuing.",0,0
2024-12-10,Concrete-1,8,10,82,13,Routine install in Zone B.,0,0
2024-12-11,Concrete-1,7,9,110,12,"Crew moving fast, materials arrived on time.",0,0
2024-12-12,Concrete-1,7,12,56,14,"Rework needed on wall framing, incorrect specs.",0,0
2024-12-13,Concrete-1,5,12,55,16,"Material delivery late, caused bottleneck.",1,0
2024-12-14,Concrete-1,5,9,113,15,"Great weather, slab pour went perfectly.",0,0
2024-12-15,Concrete-1,6,9,81,15,Routine install in Zone B.,0,0
2024-12-16,Concrete-1,6,10,62,17,"Waiting on RFI response, crew standing around.",0,3110
2024-12-17,Concrete-1,5,9,98,17,"Standard progress, nothing to report.",0,0
2024-12-18,Concrete-1,8,9,109,16,"Team is in good rhythm, no safety issues.",0,0
2024-12-19,Concrete-1,5,9,98,16,Routine install in Zone B.,0,0
2024-12-20,Concrete-1,7,14,59,18,Argument with sub trade over laydown area.,1,0
2024-12-21,Concrete-1,7,8,102,17,"Crew moving fast, materials arrived on time.",0,0
2024-12-22,Concrete-1,5,8,85,17,"Safety talk held this morning, no incidents.",0,0
2024-12-23,Concrete-1,6,8,88,17,"Safety talk held this morning, no incidents.",0,0
2024-12-24,Concrete-1,7,11,44,19,"Rework needed on wall framing, incorrect specs.",1,2597
2024-12-25,Concrete-1,6,9,107,18,"Ahead of schedule, inspection passed.",0,0
2024-12-26,Concrete-1,6,9,106,17,"Productive day, finished Zone A early.",0,0
2024-12-27,Concrete-1,8,9,101,16,"Crew moving fast, materials arrived on time.",0,0
2024-12-28,Concrete-1,7,11,48,18,"Confusion on drawings for HVAC, had to stop work.",1,0
2024-12-29,Concrete-1,5,12,46,20,"Rework needed on wall framing, incorrect specs.",0,0
2024-12-30,Concrete-1,5,9,106,19,"Great weather, slab pour went perfectly.",0,0
2024-01-01,Framing-A,7,8,108,0,"Productive day, finished Zone A early.",0,0
2024-01-02,Framing-A,6,9,100,0,"Weather overcast, work continuing.",0,0
2024-01-03,Framing-A,8,9,119,0,"Great weather, slab pour went perfectly.",0,0
2024-01-04,Framing-A,8,9,120,0,"Crew moving fast, materials arrived on time.",0,0
2024-01-05,Framing-A,7,9,100,0,"Crew size normal, steady pace.",0,0
2024-01-06,Framing-A,6,9,91,0,"Weather overcast, work continuing.",0,0
2024-01-07,Framing-A,8,9,98,0,"Weather overcast, work continuing.",0,0
2024-01-08,Framing-A,8,8,104,0,"Ahead of schedule, inspection passed.",0,0
2024-01-09,Framing-A,7,8,103,0,"Productive day, finished Zone A early.",0,0
2024-01-10,Framing-A,8,8,101,0,"Great weather, slab pour went perfectly.",0,0
2024-01-11,Framing-A,5,8,85,0,"Standard progress, nothing to report.",0,0
2024-01-12,Framing-A,8,8,107,0,"Productive day, finished Zone A early.",0,0
2024-01-13,Framing-A,8,10,52,2,"Crew exhausted from overtime, morale is low.",0,2906
2024-01-14,Framing-A,6,9,111,1,"Productive day, finished Zone A early.",0,0
2024-01-15,Framing-A,6,9,101,0,"Ahead of schedule, inspection passed.",0,0
2024-01-16,Framing-A,8,10,65,2,"Material delivery late, caused bottleneck.",0,3726
2024-01-17,Framing-A,5,8,119,1,"Productive day, finished Zone A early.",0,0
2024-01-18,Framing-A,5,12,66,3,"Confusion on drawings for HVAC, had to stop work.",0,1597
2024-01-19,Framing-A,8,9,104,2,"Team is in good rhythm, no safety issues.",0,0
2024-01-20,Framing-A,6,9,113,1,"Team is in good rhythm, no safety issues.",0,0
2024-01-21,Framing-A,5,9,119,0,"Productive day, finished Zone A early.",0,0
2024-01-22,Framing-A,6,13,40,2,"Crew exhausted from overtime, morale is low.",0,4284
2024-01-23,Framing-A,5,8,114,1,"Great weather, slab pour went perfectly.",0,0
2024-01-24,Framing-A,5,13,57,3,"Waiting on RFI response, crew standing around.",0,0
2024-01-25,Framing-A,5,9,92,3,"Weather overcast, work continuing.",0,0
2024-01-26,Framing-A,7,9,109,2,"Team is in good rhythm, no safety issues.",0,0
2024-01-27,Framing-A,8,9,110,1,"Ahead of schedule, inspection passed.",0,0
2024-01-28,Framing-A,6,12,67,3,"Confusion on drawings for HVAC, had to stop work.",0,0
2024-01-29,Framing-A,5,8,115,2,"Team is in good rhythm, no safety issues.",0,0
2024-01-30,Framing-A,7,8,116,1,"Crew moving fast, materials arrived on time.",0,0
2024-01-31,Framing-A,5,9,84,1,"Weather overcast, work continuing.",0,0
2024-02-01,Framing-A,7,8,108,0,"Great weather, slab pour went perfectly.",0,0
2024-02-02,Framing-A,5,8,108,0,"Great weather, slab pour went perfectly.",0,0
2024-02-03,Framing-A,5,9,106,0,"Ahead of schedule, inspection passed.",0,0
2024-02-04,Framing-A,8,8,100,0,"Great weather, slab pour went perfectly.",0,0
2024-02-05,Framing-A,5,8,101,0,"Ahead of schedule, inspection passed.",0,0
2024-02-06,Framing-A,8,9,110,0,"Team is in good rhythm, no safety issues.",0,0
2024-02-07,Framing-A,6,10,98,0,Routine install in Zone B.,0,0
2024-02-08,Framing-A,7,9,100,0,"Team is in good rhythm, no safety issues.",0,0
2024-02-09,Framing-A,8,8,115,0,"Ahead of schedule, inspection passed.",0,0
2024-02-10,Framing-A,6,10,51,2,Argument with sub trade over laydown area.,1,2052
2024-02-11,Framing-A,5,8,115,1,"Great weather, slab pour went perfectly.",0,0
2024-02-12,Framing-A,6,10,92,1,"Standard progress, nothing to report.",0,0
2024-02-13,Framing-A,7,8,120,0,"Ahead of schedule, inspection passed.",0,0
2024-02-14,Framing-A,6,8,108,0,"Crew moving fast, materials arrived on time.",0,0
2024-02-15,Framing-A,8,8,89,0,Routine install in Zone B.,0,0
2024-02-16,Framing-A,7,13,59,2,"Crew exhausted from overtime, morale is low.",0,0
2024-02-17,Framing-A,8,8,118,1,"Ahead of schedule, inspection passed.",0,0
2024-02-18,Framing-A,7,10,69,3,Argument with sub trade over laydown area.,1,1100
2024-02-19,Framing-A,7,9,89,3,"Standard progress, nothing to report.",0,0
2024-02-20,Framing-A,7,9,97,3,Routine install in Zone B.,0,0
2024-02-21,Framing-A,7,13,63,5,"Crew exhausted from overtime, morale is low.",0,1451
2024-02-22,Framing-A,7,9,107,4,"Great weather, slab pour went perfectly.",0,0
2024-02-23,Framing-A,8,9,93,4,"Crew size normal, steady pace.",0,0
2024-02-24,Framing-A,8,9,108,3,"Productive day, finished Zone A early.",0,0
2024-02-25,Framing-A,8,8,119,2,"Great weather, slab pour went perfectly.",0,0
2024-02-26,Framing-A,7,9,111,1,"Ahead of schedule, inspection passed.",0,0
2024-02-27,Framing-A,7,8,100,0,"Crew moving fast, materials arrived on time.",0,0
2024-02-28,Framing-A,8,13,60,2,"Confusion on drawings for HVAC, had to stop work.",1,3179
2024-02-29,Framing-A,7,9,85,2,"Safety talk held this morning, no incidents.",0,0
2024-03-01,Framing-A,8,9,96,2,"Standard progress, nothing to report.",0,0
2024-03-02,Framing-A,8,9,84,2,"Standard progress, nothing to report.",0,0
2024-03-03,Framing-A,8,12,41,4,"Material delivery late, caused bottleneck.",0,2532
2024-03-04,Framing-A,7,8,110,3,"Crew moving fast, materials arrived on time.",0,0
2024-03-05,Framing-A,7,13,62,5,"Confusion on drawings for HVAC, had to stop work.",1,2452
2024-03-06,Framing-A,7,9,101,4,"Productive day, finished Zone A early.",0,0
2024-03-07,Framing-A,8,9,103,3,"Team is in good rhythm, no safety issues.",0,0
2024-03-08,Framing-A,5,11,54,5,"Rework needed on wall framing, incorrect specs.",1,0
2024-03-09,Framing-A,7,13,70,7,"Rain delay caused slip hazards, slowed down install.",1,0
2024-03-10,Framing-A,8,10,41,9,"Waiting on RFI response, crew standing around.",1,0
2024-03-11,Framing-A,7,10,84,9,"Standard progress, nothing to report.",0,0
2024-03-12,Framing-A,5,9,108,8,"Great weather, slab pour went perfectly.",0,0
2024-03-13,Framing-A,5,10,65,10,"Rain delay caused slip hazards, slowed down install.",0,1023
2024-03-14,Framing-A,8,9,114,9,"Productive day, finished Zone A early.",0,0
2024-03-15,Framing-A,7,8,112,8,"Ahead of schedule, inspection passed.",0,0
2024-03-16,Framing-A,6,10,80,8,"Weather overcast, work continuing.",0,0
2024-03-17,Framing-A,8,8,100,7,"Great weather, slab pour went perfectly.",0,0
2024-03-18,Framing-A,8,11,47,9,"Material delivery late, caused bottleneck.",1,2554
2024-03-19,Framing-A,5,9,100,8,"Great weather, slab pour went perfectly.",0,0
2024-03-20,Framing-A,8,9,120,7,"Crew moving fast, materials arrived on time.",0,0
2024-03-21,Framing-A,8,13,70,9,"Waiting on RFI response, crew standing around.",1,0
2024-03-22,Framing-A,8,12,53,11,"Confusion on drawings for HVAC, had to stop work.",0,0
2024-03-23,Framing-A,6,8,101,10,"Ahead of schedule, inspection passed.",0,0
2024-03-24,Framing-A,5,8,110,9,"Ahead of schedule, inspection passed.",0,0
2024-03-25,Framing-A,8,13,51,11,"Confusion on drawings for HVAC, had to stop work.",0,0
2024-03-26,Framing-A,8,8,100,10,"Team is in good rhythm, no safety issues.",0,0
2024-03-27,Framing-A,7,8,106,9,"Team is in good rhythm, no safety issues.",0,0
2024-03-28,Framing-A,6,9,112,8,"Great weather, slab pour went perfectly.",0,0
2024-03-29,Framing-A,7,9,120,7,"Team is in good rhythm, no safety issues.",0,0
2024-03-30,Framing-A,6,11,57,9,"Rework needed on wall framing, incorrect specs.",1,1836
2024-03-31,Framing-A,6,10,56,11,"Rework needed on wall framing, incorrect specs.",0,998
2024-04-01,Framing-A,8,9,113,10,"Productive day, finished Zone A early.",0,0
2024-04-02,Framing-A,5,8,101,9,"Crew moving fast, materials arrived on time.",0,0
2024-04-03,Framing-A,5,8,87,9,Routine install in Zone B.,0,0
2024-04-04,Framing-A,8,8,93,9,"Weather overcast, work continuing.",0,0
2024-04-05,Framing-A,6,14,45,11,"Waiting on RFI response, crew standing around.",0,0
2024-04-06,Framing-A,6,10,80,11,"Weather overcast, work continuing.",0,0
2024-04-07,Framing-A,7,14,41,13,"Crew exhausted from overtime, morale is low.",0,4158
2024-04-08,Framing-A,8,8,102,12,"Team is in good rhythm, no safety issues.",0,0
2024-04-09,Framing-A,5,10,93,12,Routine install in Zone B.,0,0
2024-04-10,Framing-A,7,9,102,11,"Team is in good rhythm, no safety issues.",0,0
2024-04-11,Framing-A,6,9,101,10,"Ahead of schedule, inspection passed.",0,0
2024-04-12,Framing-A,7,12,41,12,"Rain delay caused slip hazards, slowed down install.",0,3509
2024-04-13,Framing-A,6,8,116,11,"Productive day, finished Zone A early.",0,0
2024-04-14,Framing-A,7,8,82,11,"Standard progress, nothing to report.",0,0
2024-04-15,Framing-A,5,8,106,10,"Ahead of schedule, inspection passed.",0,0
2024-04-16,Framing-A,6,9,111,9,"Team is in good rhythm, no safety issues.",0,0
2024-04-17,Framing-A,8,8,88,9,Routine install in Zone B.,0,0
2024-04-18,Framing-A,7,8,113,8,"Great weather, slab pour went perfectly.",0,0
2024-04-19,Framing-A,6,14,70,10,"Crew exhausted from overtime, morale is low.",1,0
2024-04-20,Framing-A,8,8,106,9,"Productive day, finished Zone A early.",0,0
2024-04-21,Framing-A,5,8,112,8,"Team is in good rhythm, no safety issues.",0,0
2024-04-22,Framing-A,6,8,105,7,"Team is in good rhythm, no safety issues.",0,0
2024-04-23,Framing-A,5,8,107,6,"Team is in good rhythm, no safety issues.",0,0
2024-04-24,Framing-A,5,10,97,6,"Weather overcast, work continuing.",0,0
2024-04-25,Framing-A,5,10,48,8,"Rework needed on wall framing, incorrect specs.",0,0
2024-04-26,Framing-A,6,8,100,7,"Crew moving fast, materials arrived on time.",0,0
2024-04-27,Framing-A,6,11,51,9,"Crew exhausted from overtime, morale is low.",0,0
2024-04-28,Framing-A,8,9,118,8,"Productive day, finished Zone A early.",0,0
2024-04-29,Framing-A,5,9,94,8,"Weather overcast, work continuing.",0,0
2024-04-30,Framing-A,7,8,98,8,"Crew size normal, steady pace.",0,0
2024-05-01,Framing-A,7,9,117,7,"Crew moving fast, materials arrived on time.",0,0
2024-05-02,Framing-A,5,9,118,6,"Ahead of schedule, inspection passed.",0,0
2024-05-03,Framing-A,7,10,84,6,Routine install in Zone B.,0,0
2024-05-04,Framing-A,6,8,119,5,"Productive day, finished Zone A early.",0,0
2024-05-05,Framing-A,7,8,111,4,"Team is in good rhythm, no safety issues.",0,0
2024-05-06,Framing-A,6,8,80,4,"Standard progress, nothing to report.",0,0
2024-05-07,Framing-A,7,9,109,3,"Team is in good rhythm, no safety issues.",0,0
2024-05-08,Framing-A,6,8,91,3,"Safety talk held this morning, no incidents.",0,0
2024-05-09,Framing-A,8,13,52,5,Argument with sub trade over laydown area.,0,0
2024-05-10,Framing-A,6,9,81,5,Routine install in Zone B.,0,0
2024-05-11,Framing-A,8,9,102,4,"Great weather, slab pour went perfectly.",0,0
2024-05-12,Framing-A,8,10,81,4,"Weather overcast, work continuing.",0,0
2024-05-13,Framing-A,6,10,86,4,"Weather overcast, work continuing.",0,0
2024-05-14,Framing-A,7,14,43,6,"Crew exhausted from overtime, morale is low.",0,0
2024-05-15,Framing-A,6,9,110,5,"Crew moving fast, materials arrived on time.",0,0
2024-05-16,Framing-A,8,8,101,4,"Productive day, finished Zone A early.",0,0
2024-05-17,Framing-A,8,12,55,6,"Waiting on RFI response, crew standing around.",1,1558
2024-05-18,Framing-A,7,9,102,5,"Productive day, finished Zone A early.",0,0
2024-05-19,Framing-A,8,9,116,4,"Great weather, slab pour went perfectly.",0,0
2024-05-20,Framing-A,8,9,100,3,"Productive day, finished Zone A early.",0,0
2024-05-21,Framing-A,5,8,116,2,"Great weather, slab pour went perfectly.",0,0
2024-05-22,Framing-A,8,9,109,1,"Productive day, finished Zone A early.",0,0
2024-05-23,Framing-A,6,9,94,1,"Safety talk held this morning, no incidents.",0,0
2024-05-24,Framing-A,5,9,99,1,"Weather overcast, work continuing.",0,0
2024-05-25,Framing-A,5,14,45,3,"Waiting on RFI response, crew standing around.",0,2844
2024-05-26,Framing-A,8,9,110,2,"Ahead of schedule, inspection passed.",0,0
2024-05-27,Framing-A,5,9,103,1,"Crew moving fast, materials arrived on time.",0,0
2024-05-28,Framing-A,8,8,108,0,"Crew moving fast, materials arrived on time.",0,0
2024-05-29,Framing-A,6,9,111,0,"Great weather, slab pour went perfectly.",0,0
2024-05-30,Framing-A,6,12,67,2,Argument with sub trade over laydown area.,0,0
2024-05-31,Framing-A,5,9,119,1,"Great weather, slab pour went perfectly.",0,0
2024-06-01,Framing-A,7,8,111,0,"Team is in good rhythm, no safety issues.",0,0
2024-06-02,Framing-A,5,13,66,2,"Material delivery late, caused bottleneck.",0,0
2024-06-03,Framing-A,8,8,110,1,"Productive day, finished Zone A early.",0,0
2024-06-04,Framing-A,5,9,90,1,"Crew size normal, steady pace.",0,0
2024-06-05,Framing-A,6,9,106,0,"Team is in good rhythm, no safety issues.",0,0
2024-06-06,Framing-A,8,11,58,2,Argument with sub trade over laydown area.,0,1328
2024-06-07,Framing-A,6,9,88,2,"Safety talk held this morning, no incidents.",0,0
2024-06-08,Framing-A,5,9,106,1,"Productive day, finished Zone A early.",0,0
2024-06-09,Framing-A,8,13,63,3,"Crew exhausted from overtime, morale is low.",0,2439
2024-06-10,Framing-A,8,12,47,5,"Confusion on drawings for HVAC, had to stop work.",1,0
2024-06-11,Framing-A,6,8,101,4,"Productive day, finished Zone A early.",0,0
2024-06-12,Framing-A,6,8,89,4,Routine install in Zone B.,0,0
2024-06-13,Framing-A,5,9,112,3,"Productive day, finished Zone A early.",0,0
2024-06-14,Framing-A,7,9,82,3,"Crew size normal, steady pace.",0,0
2024-06-15,Framing-A,5,9,105,2,"Ahead of schedule, inspection passed.",0,0
2024-06-16,Framing-A,8,8,87,2,"Standard progress, nothing to report.",0,0
2024-06-17,Framing-A,6,13,47,4,"Confusion on drawings for HVAC, had to stop work.",0,0
2024-06-18,Framing-A,6,8,111,3,"Productive day, finished Zone A early.",0,0
2024-06-19,Framing-A,8,8,100,2,"Great weather, slab pour went perfectly.",0,0
2024-06-20,Framing-A,8,11,56,4,"Waiting on RFI response, crew standing around.",0,0
2024-06-21,Framing-A,6,9,115,3,"Great weather, slab pour went perfectly.",0,0
2024-06-22,Framing-A,6,8,82,3,"Weather overcast, work continuing.",0,0
2024-06-23,Framing-A,6,9,104,2,"Crew moving fast, materials arrived on time.",0,0
2024-06-24,Framing-A,8,13,56,4,"Waiting on RFI response, crew standing around.",0,1112
2024-06-25,Framing-A,8,8,109,3,"Great weather, slab pour went perfectly.",0,0
2024-06-26,Framing-A,7,9,110,2,"Team is in good rhythm, no safety issues.",0,0
2024-06-27,Framing-A,7,10,87,2,Routine install in Zone B.,0,0
2024-06-28,Framing-A,5,8,112,1,"Productive day, finished Zone A early.",0,0
2024-06-29,Framing-A,7,11,47,3,"Rework needed on wall framing, incorrect specs.",0,0
2024-06-30,Framing-A,6,10,99,3,"Crew size normal, steady pace.",0,0
2024-07-01,Framing-A,8,9,112,2,"Team is in good rhythm, no safety issues.",0,0
2024-07-02,Framing-A,5,8,103,1,"Team is in good rhythm, no safety issues.",0,0
2024-07-03,Framing-A,7,9,100,0,"Ahead of schedule, inspection passed.",0,0
2024-07-04,Framing-A,8,10,70,2,"Rain delay caused slip hazards, slowed down install.",0,967
2024-07-05,Framing-A,6,9,119,1,"Crew moving fast, materials arrived on time.",0,0
2024-07-06,Framing-A,6,10,87,1,Routine install in Zone B.,0,0
2024-07-07,Framing-A,5,8,107,0,"Great weather, slab pour went perfectly.",0,0
2024-07-08,Framing-A,8,9,120,0,"Great weather, slab pour went perfectly.",0,0
2024-07-09,Framing-A,7,9,120,0,"Ahead of schedule, inspection passed.",0,0
2024-07-10,Framing-A,6,10,98,0,Routine install in Zone B.,0,0
2024-07-11,Framing-A,8,12,58,2,"Rain delay caused slip hazards, slowed down install.",1,4713
2024-07-12,Framing-A,7,8,114,1,"Crew moving fast, materials arrived on time.",0,0
2024-07-13,Framing-A,6,9,120,0,"Productive day, finished Zone A early.",0,0
2024-07-14,Framing-A,5,12,50,2,"Crew exhausted from overtime, morale is low.",0,0
2024-07-15,Framing-A,5,8,111,1,"Ahead of schedule, inspection passed.",0,0
2024-07-16,Framing-A,6,8,113,0,"Team is in good rhythm, no safety issues.",0,0
2024-07-17,Framing-A,6,8,108,0,"Crew moving fast, materials arrived on time.",0,0
2024-07-18,Framing-A,6,8,101,0,"Team is in good rhythm, no safety issues.",0,0
2024-07-19,Framing-A,5,8,82,0,"Safety talk held this morning, no incidents.",0,0
2024-07-20,Framing-A,8,9,110,0,"Great weather, slab pour went perfectly.",0,0
2024-07-21,Framing-A,5,8,110,0,"Ahead of schedule, inspection passed.",0,0
2024-07-22,Framing-A,7,8,115,0,"Crew moving fast, materials arrived on time.",0,0
2024-07-23,Framing-A,8,8,106,0,"Great weather, slab pour went perfectly.",0,0
2024-07-24,Framing-A,6,8,108,0,"Productive day, finished Zone A early.",0,0
2024-07-25,Framing-A,6,8,109,0,"Team is in good rhythm, no safety issues.",0,0
2024-07-26,Framing-A,6,9,110,0,"Productive day, finished Zone A early.",0,0
2024-07-27,Framing-A,8,14,44,2,"Material delivery late, caused bottleneck.",1,1855
2024-07-28,Framing-A,5,9,112,1,"Productive day, finished Zone A early.",0,0
2024-07-29,Framing-A,5,11,56,3,"Waiting on RFI response, crew standing around.",1,2910
2024-07-30,Framing-A,5,8,102,2,"Team is in good rhythm, no safety issues.",0,0
2024-07-31,Framing-A,6,8,109,1,"Team is in good rhythm, no safety issues.",0,0
2024-08-01,Framing-A,6,13,64,3,"Rework needed on wall framing, incorrect specs.",0,0
2024-08-02,Framing-A,5,10,83,3,"Weather overcast, work continuing.",0,0
2024-08-03,Framing-A,5,8,117,2,"Great weather, slab pour went perfectly.",0,0
2024-08-04,Framing-A,8,8,111,1,"Ahead of schedule, inspection passed.",0,0
